# r_au r_arcsec Inu_beam sig_beam  Tb sig_Tb Tb2 sig_Tb2
1.5350E+02   1.2686E+00    9.4781E-06   1.2521E-06    1.4650E-01   1.9353E-02   2.6227E+00   7.8449E-02   
1.5450E+02   1.2769E+00    8.2810E-06   1.2651E-06    1.2800E-01   1.9554E-02   2.5451E+00   8.5654E-02   
1.5550E+02   1.2851E+00    7.2191E-06   1.2915E-06    1.1158E-01   1.9962E-02   2.4706E+00   9.4803E-02   
1.5650E+02   1.2934E+00    6.7873E-06   1.3253E-06    1.0491E-01   2.0485E-02   2.4385E+00   1.0097E-01   
1.5750E+02   1.3017E+00    5.8647E-06   1.3261E-06    9.0649E-02   2.0497E-02   2.3656E+00   1.1045E-01   
1.5850E+02   1.3099E+00    4.6164E-06   1.2719E-06    7.1354E-02   1.9659E-02   2.2551E+00   1.2311E-01   
1.5950E+02   1.3182E+00    3.3532E-06   1.2295E-06    5.1829E-02   1.9004E-02   2.1224E+00   1.4717E-01   
1.6050E+02   1.3264E+00    2.4825E-06   1.2023E-06    3.8371E-02   1.8584E-02   2.0109E+00   1.7885E-01   
1.6150E+02   1.3347E+00    2.6452E-06   1.1895E-06    4.0886E-02   1.8386E-02   2.0335E+00   1.6845E-01   
1.6250E+02   1.3430E+00    3.5503E-06   1.1991E-06    5.4876E-02   1.8534E-02   2.1450E+00   1.3783E-01   
1.6350E+02   1.3512E+00    4.6244E-06   1.2391E-06    7.1478E-02   1.9152E-02   2.2559E+00   1.1971E-01   
1.6450E+02   1.3595E+00    4.9296E-06   1.2657E-06    7.6195E-02   1.9564E-02   2.2844E+00   1.1744E-01   
1.6550E+02   1.3678E+00    4.3344E-06   1.2841E-06    6.6996E-02   1.9848E-02   2.2277E+00   1.2953E-01   
1.6650E+02   1.3760E+00    4.0867E-06   1.2548E-06    6.3167E-02   1.9395E-02   2.2026E+00   1.3147E-01   
1.6750E+02   1.3843E+00    4.2292E-06   1.1981E-06    6.5370E-02   1.8519E-02   2.2171E+00   1.2254E-01   
1.6850E+02   1.3926E+00    4.1347E-06   1.1699E-06    6.3909E-02   1.8083E-02   2.2075E+00   1.2135E-01   
1.6950E+02   1.4008E+00    3.3265E-06   1.1405E-06    5.1417E-02   1.7628E-02   2.1193E+00   1.3674E-01   
1.7050E+02   1.4091E+00    2.4325E-06   1.1447E-06    3.7598E-02   1.7693E-02   2.0038E+00   1.7205E-01   
1.7150E+02   1.4174E+00    1.7784E-06   1.2001E-06    2.7488E-02   1.8550E-02   1.9001E+00   2.3734E-01   
